,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
42,2020-03-04T00:00:00.000Z,302.74,303.4,293.13,296.44,54794568,73.1581006611,73.3175917969,70.8358130633,71.6356852744,219178272,0.0,1.0
43,2020-03-05T00:00:00.000Z,292.92,299.55,291.41,295.52,46893219,70.7850658838,72.3872268383,70.4201694974,71.4133642973,187572876,0.0,1.0
44,2020-03-06T00:00:00.000Z,289.03,290.82,281.23,282.0,56544246,69.8450347958,70.2775940882,67.9601395551,68.1462125468,226176984,0.0,1.0
45,2020-03-09T00:00:00.000Z,266.17,278.09,263.0,263.75,71686208,64.3208418213,67.2013483942,63.5548010632,63.7360409902,286744832,0.0,1.0
46,2020-03-10T00:00:00.000Z,285.34,286.44,269.37,277.14,71322520,68.953334355,69.2191529146,65.0941321764,66.97177782,285290080,0.0,1.0
47,2020-03-11T00:00:00.000Z,275.43,281.22,271.86,277.39,64094970,66.5585507864,67.9577230228,65.695848734,67.032191129,256379880,0.0,1.0
48,2020-03-12T00:00:00.000Z,248.23,270.0,248.0,255.94,104618517,59.9855827677,65.2463737151,59.9300025235,61.8487292172,418474068,0.0,1.0
49,2020-03-13T00:00:00.000Z,277.97,279.92,252.95,264.89,92683032,67.1723500058,67.643573816,61.1261860416,64.0115256792,370732128,0.0,1.0
50,2020-03-16T00:00:00.000Z,242.21,259.08,240.0,241.95,80605865,58.5308302871,62.6075203781,57.9967766356,58.4680004458,322423460,0.0,1.0
51,2020-03-17T00:00:00.000Z,252.86,257.61,238.4,247.51,81013965,61.1044372503,62.2522901213,57.610131458,59.8115924378,324055860,0.0,1.0
52,2020-03-18T00:00:00.000Z,246.67,250.0,237.12,239.77,75058406,59.6086037196,60.4133089954,57.300815316,57.9411963913,300233624,0.0,1.0
53,2020-03-19T00:00:00.000Z,244.78,252.84,242.61,247.39,67964255,59.1518791036,61.0996041856,58.6274915815,59.7825940495,271857020,0.0,1.0
54,2020-03-20T00:00:00.000Z,229.24,251.83,228.0,247.18,100423346,55.3965878165,60.8555344173,55.0969378038,59.73184687,401693384,0.0,1.0
55,2020-03-23T00:00:00.000Z,224.37,228.5,212.61,228.08,84188208,54.2197365572,55.2177644218,51.3778945021,55.1162700627,336752832,0.0,1.0
56,2020-03-24T00:00:00.000Z,246.88,247.69,234.3,236.36,71882773,59.6593508992,59.8550900203,56.6193531905,57.1171588566,287531092,0.0,1.0
57,2020-03-25T00:00:00.000Z,245.52,258.25,244.3,250.75,75900510,59.3307024982,62.4069481923,59.0358855503,60.5945489224,303602040,0.0,1.0
